Day,Weather,Customers_Forecast,Meals_Prepared,Festival,Event_Type,Staff_Count,Avg_Rating,Special_Event,Surplus_Meals
Saturday,Sunny,182,257,No,Buffet,11,4.19,0,71.7
Monday,Rainy,131,180,No,Regular,9,4.09,0,49.9
Tuesday,Cloudy,107,148,Eid,Regular,8,4.85,0,32.7
Thursday,Rainy,143,198,Diwali,Regular,13,4.19,1,68.4
Monday,Rainy,257,314,No,Regular,16,4.64,0,98.4
Wednesday,Rainy,435,614,Christmas,Banquet,25,3.68,0,306.8
Saturday,Sunny,929,1189,No,Buffet,46,3.79,0,273.1
Tuesday,Sunny,598,680,No,Regular,27,4.12,0,63.5
Thursday,Stormy,513,606,No,Regular,23,4.16,0,207.9
Sunday,Cloudy,207,236,No,Corporate,12,4.24,1,31.5
Thursday,Cloudy,335,382,No,Corporate,17,4.54,0,25.2
Thursday,Rainy,477,641,No,Banquet,29,5.0,1,263.9
Thursday,Rainy,428,555,New Year,Regular,23,3.44,0,190.8
Tuesday,Cloudy,124,167,No,Buffet,7,3.86,0,62.5
Tuesday,Rainy,102,130,No,Regular,9,4.29,0,33.4
Friday,Sunny,261,308,No,Corporate,17,4.94,0,13.4
Wednesday,Rainy,113,151,No,Regular,9,4.02,0,35.4
Wednesday,Stormy,337,456,No,Buffet,23,4.11,0,230.7
Monday,Sunny,292,331,No,Regular,13,3.95,0,39.5
Saturday,Sunny,680,810,No,Corporate,31,4.34,0,56.3
Monday,Rainy,458,567,No,Regular,27,4.11,0,108.1
Saturday,Cloudy,194,248,No,Corporate,10,4.46,0,29.3
Wednesday,Sunny,407,506,No,Regular,21,4.63,0,49.2
Friday,Sunny,136,172,No,Corporate,13,3.96,0,20.8
Tuesday,Sunny,630,716,No,Regular,31,4.52,0,57.3
Tuesday,Sunny,116,166,No,Buffet,9,3.8,0,48.9
Thursday,Rainy,177,221,No,Corporate,10,4.21,0,36.9
Friday,Cloudy,446,528,No,Regular,21,3.84,0,68.8
Tuesday,Cloudy,464,574,No,Regular,22,3.42,0,83.5
Thursday,Sunny,367,411,No,Regular,17,4.51,0,37.9
Thursday,Sunny,610,714,No,Regular,27,3.69,1,92.1
Tuesday,Sunny,215,292,No,Buffet,15,3.81,0,82.0
Thursday,Rainy,645,830,Christmas,Regular,36,3.97,0,238.4
Tuesday,Stormy,209,248,No,Regular,12,4.92,0,81.3
Thursday,Sunny,490,576,No,Regular,27,4.8,0,55.4
Monday,Stormy,251,280,No,Regular,15,3.41,0,94.9
Thursday,Sunny,462,524,No,Regular,25,3.6,0,32.3
Wednesday,Sunny,86,133,No,Buffet,8,4.91,0,40.0
Thursday,Rainy,484,582,No,Regular,25,5.0,0,111.0
Thursday,Sunny,755,1026,No,Banquet,41,4.32,0,321.5
Sunday,Rainy,287,331,Christmas,Corporate,17,4.18,0,94.2
Thursday,Sunny,514,657,No,Regular,30,4.09,0,78.6
Saturday,Rainy,408,456,No,Corporate,19,4.03,0,84.4
Tuesday,Sunny,302,413,No,Buffet,20,3.6,0,127.9
Wednesday,Sunny,484,621,Christmas,Buffet,25,4.47,0,171.6
Monday,Sunny,399,478,No,Regular,22,3.72,0,59.5
Thursday,Stormy,317,443,New Year,Buffet,20,4.39,1,281.6
Friday,Cloudy,310,397,New Year,Regular,18,4.13,0,77.3
Saturday,Cloudy,472,597,No,Buffet,28,4.58,0,166.6
Thursday,Sunny,82,120,No,Regular,11,3.83,0,22.2
Friday,Sunny,483,553,No,Regular,22,3.58,0,48.2
Tuesday,Sunny,489,669,No,Buffet,27,3.7,0,205.5
Monday,Rainy,378,454,No,Regular,23,4.11,0,66.3
Saturday,Sunny,586,724,No,Regular,32,4.05,0,83.9
Tuesday,Sunny,317,398,Christmas,Corporate,17,3.58,0,70.3
Monday,Cloudy,259,320,No,Regular,14,3.9,0,31.6
Sunday,Cloudy,644,799,No,Regular,35,4.15,0,104.0
Sunday,Sunny,250,313,No,Regular,14,4.42,1,50.7
Friday,Sunny,121,173,No,Banquet,13,4.11,0,51.3
Wednesday,Sunny,263,337,No,Buffet,17,4.41,0,73.0
Saturday,Cloudy,698,1006,Christmas,Buffet,39,4.14,1,346.1
Tuesday,Sunny,241,268,No,Corporate,15,4.14,0,14.6
Thursday,Cloudy,196,258,No,Buffet,15,4.33,0,67.0
Wednesday,Sunny,304,362,No,Corporate,19,3.62,0,30.1
Sunday,Rainy,257,342,No,Buffet,15,4.91,1,128.9
Sunday,Stormy,549,621,Christmas,Corporate,26,4.15,0,216.9
Friday,Sunny,182,230,Christmas,Buffet,14,4.08,0,43.5
Monday,Sunny,181,219,No,Regular,11,4.22,0,28.4
Thursday,Sunny,520,610,No,Regular,27,4.6,0,60.4
Tuesday,Rainy,475,602,No,Regular,23,4.29,0,121.6
Sunday,Cloudy,302,387,No,Buffet,20,4.39,0,117.1
Monday,Cloudy,875,1229,No,Banquet,48,4.16,0,326.5
Monday,Sunny,93,121,New Year,Corporate,10,3.67,0,32.1
Friday,Sunny,185,219,No,Corporate,13,3.03,0,28.7
Thursday,Cloudy,237,298,No,Buffet,13,4.47,0,65.0
Saturday,Cloudy,610,829,No,Banquet,31,4.54,0,264.1
Monday,Rainy,434,588,No,Buffet,26,3.62,0,189.3
Saturday,Rainy,334,419,Diwali,Regular,19,3.57,0,118.4
Monday,Cloudy,242,299,No,Buffet,12,3.63,0,80.7
Monday,Cloudy,414,516,No,Regular,21,3.85,0,74.4
Thursday,Rainy,299,381,No,Regular,19,3.72,0,103.7
Tuesday,Rainy,577,721,Diwali,Regular,31,4.15,0,204.0
Friday,Rainy,133,172,No,Regular,13,4.17,0,48.4
Monday,Stormy,580,713,No,Regular,27,4.12,1,279.8
Monday,Sunny,541,636,No,Regular,28,3.87,1,104.0
Saturday,Cloudy,547,764,No,Banquet,31,3.71,1,246.3
Tuesday,Cloudy,471,544,No,Regular,22,3.47,0,69.3
Friday,Sunny,550,623,No,Corporate,29,3.85,0,25.0
Saturday,Cloudy,700,857,No,Regular,35,4.35,0,110.9
Monday,Sunny,507,701,No,Banquet,32,3.41,0,239.9
Saturday,Sunny,123,167,No,Corporate,9,4.06,0,22.4
Tuesday,Sunny,718,1004,No,Banquet,41,3.64,0,292.7
Wednesday,Cloudy,186,260,Eid,Buffet,11,3.54,0,74.7
Monday,Cloudy,694,848,No,Buffet,32,4.49,0,172.3
Saturday,Cloudy,656,766,No,Regular,31,4.6,1,125.7
Thursday,Sunny,479,536,No,Regular,24,4.3,0,37.9
Thursday,Cloudy,241,283,No,Corporate,12,3.59,0,29.2
Sunday,Sunny,123,151,No,Regular,10,4.44,0,9.9
Wednesday,Sunny,315,378,No,Regular,20,4.4,0,40.6
Sunday,Sunny,227,275,No,Corporate,13,4.93,1,25.2
Friday,Rainy,762,891,No,Regular,33,3.86,0,180.6
Sunday,Sunny,758,934,No,Buffet,37,4.25,0,173.7
Sunday,Cloudy,212,255,No,Regular,14,3.72,0,41.4
Sunday,Rainy,93,132,No,Regular,6,3.29,0,44.9
Monday,Sunny,599,706,New Year,Regular,30,3.32,0,115.5
Saturday,Rainy,531,719,No,Buffet,31,4.11,1,289.0
Saturday,Sunny,530,571,No,Corporate,26,3.78,0,13.7
Friday,Sunny,457,531,No,Corporate,23,4.31,1,51.1
Tuesday,Sunny,247,328,Diwali,Regular,17,4.36,0,70.5
Sunday,Cloudy,656,729,No,Regular,31,4.1,0,58.5
Tuesday,Stormy,174,208,New Year,Corporate,10,3.44,0,90.8
Thursday,Cloudy,534,602,No,Regular,27,3.68,0,55.0
Thursday,Cloudy,627,702,No,Regular,28,4.19,0,64.5
Tuesday,Sunny,130,182,No,Buffet,11,4.23,0,59.6
Saturday,Stormy,566,672,No,Corporate,30,4.24,0,226.2
Monday,Sunny,460,587,No,Regular,24,4.46,0,84.5
Friday,Sunny,618,744,Christmas,Regular,28,3.99,0,133.8
Saturday,Stormy,889,1082,No,Banquet,42,4.18,0,508.8
Wednesday,Sunny,851,1144,No,Banquet,42,4.33,0,264.9
Friday,Sunny,185,250,No,Buffet,12,4.5,0,65.8
Tuesday,Sunny,288,406,No,Buffet,17,4.09,0,102.6
Saturday,Sunny,589,806,No,Banquet,33,4.07,1,253.2
Sunday,Rainy,843,1057,No,Buffet,42,4.22,0,409.4
Tuesday,Cloudy,398,482,No,Corporate,21,4.11,0,51.3
Friday,Stormy,607,781,No,Buffet,32,3.98,0,377.1
Thursday,Sunny,264,339,Christmas,Regular,16,3.83,0,74.9
Thursday,Cloudy,124,162,No,Corporate,11,3.37,0,26.6
Friday,Cloudy,408,557,No,Buffet,24,4.32,0,156.2
Thursday,Cloudy,343,408,Christmas,Regular,21,4.29,0,85.2
Friday,Cloudy,182,241,No,Buffet,13,4.2,0,62.4
Tuesday,Cloudy,144,182,No,Corporate,11,4.27,0,30.0
Wednesday,Cloudy,515,691,Eid,Regular,28,4.02,0,184.2
Sunday,Rainy,227,276,No,Corporate,11,4.88,0,63.4
Monday,Sunny,203,231,No,Regular,15,4.47,0,18.8
Friday,Sunny,182,216,No,Buffet,12,4.91,0,58.3
Tuesday,Cloudy,446,577,No,Banquet,24,3.82,0,180.6
Saturday,Sunny,99,128,No,Corporate,9,4.07,0,6.4
Friday,Sunny,397,441,No,Corporate,18,4.07,0,24.5
Wednesday,Stormy,130,176,No,Buffet,12,4.7,0,98.9
Tuesday,Sunny,140,177,No,Buffet,10,3.23,0,48.1
Thursday,Sunny,758,896,No,Buffet,39,4.35,0,146.4
Sunday,Cloudy,382,475,No,Regular,21,4.19,0,73.6
Thursday,Sunny,283,370,No,Buffet,18,4.56,0,88.5
Thursday,Sunny,185,237,No,Buffet,10,3.89,0,62.3
Saturday,Sunny,473,585,No,Buffet,26,3.39,1,155.8
Wednesday,Sunny,200,259,New Year,Regular,13,4.92,0,42.4
Thursday,Sunny,196,234,Diwali,Regular,10,4.12,0,29.6
Wednesday,Rainy,273,318,No,Regular,13,4.52,0,52.6
Tuesday,Sunny,143,171,No,Regular,10,3.99,0,13.7
Friday,Sunny,423,468,No,Regular,22,4.6,0,38.5
Sunday,Cloudy,367,459,Eid,Regular,20,4.45,0,101.5
Sunday,Sunny,538,740,No,Banquet,30,4.63,0,240.5
Sunday,Sunny,629,738,No,Regular,30,3.98,0,71.7
Thursday,Sunny,97,132,No,Corporate,6,4.69,0,18.3
Wednesday,Sunny,222,282,Diwali,Regular,14,4.34,1,55.9
Friday,Sunny,293,356,No,Corporate,16,3.36,0,31.7
Sunday,Sunny,418,506,No,Buffet,21,4.69,0,108.8
Saturday,Rainy,150,211,New Year,Banquet,11,4.36,0,103.2
Thursday,Stormy,192,237,No,Corporate,14,4.0,0,71.8
Friday,Rainy,306,379,No,Buffet,20,4.07,0,106.3
Saturday,Sunny,721,807,No,Regular,34,3.7,0,72.6
Sunday,Rainy,167,229,No,Buffet,14,4.18,0,93.9
Saturday,Cloudy,429,500,No,Regular,19,4.35,1,86.7
Thursday,Sunny,147,169,No,Corporate,10,4.17,1,25.5
Tuesday,Stormy,568,658,No,Corporate,29,4.22,1,248.7
Thursday,Rainy,357,453,No,Regular,23,3.89,0,116.6
Wednesday,Sunny,306,410,No,Buffet,20,3.74,0,105.2
Sunday,Stormy,730,880,No,Regular,37,4.14,1,316.8
Thursday,Sunny,528,684,No,Buffet,31,4.23,0,146.0
Thursday,Sunny,214,314,Diwali,Buffet,14,3.95,0,104.4
Wednesday,Sunny,575,684,No,Buffet,31,4.32,0,140.5
Friday,Sunny,533,612,No,Corporate,25,4.48,0,46.1
Thursday,Stormy,360,419,No,Regular,21,4.53,0,137.8
Monday,Cloudy,82,109,No,Corporate,8,3.92,0,5.8
Sunday,Sunny,718,919,No,Buffet,39,3.42,0,202.1
Wednesday,Rainy,260,320,No,Regular,18,4.3,0,80.8
Thursday,Rainy,127,151,No,Regular,9,4.0,1,48.7
Tuesday,Rainy,298,331,No,Regular,16,4.13,1,89.0
Thursday,Stormy,423,557,Eid,Buffet,23,3.92,0,305.9
Friday,Rainy,141,181,No,Corporate,12,4.81,0,45.9
Sunday,Cloudy,232,297,No,Regular,15,3.95,0,55.5
Monday,Sunny,435,503,No,Regular,19,4.91,0,35.8
Sunday,Rainy,661,800,No,Buffet,33,4.45,0,239.0
Friday,Sunny,182,237,Eid,Regular,12,4.56,0,63.9
Wednesday,Sunny,207,270,No,Regular,16,4.07,0,45.4
Tuesday,Sunny,636,793,No,Buffet,31,3.77,0,179.3
Wednesday,Sunny,118,147,No,Regular,9,4.42,0,5.5
Sunday,Cloudy,445,530,Eid,Corporate,22,4.27,0,64.6
Wednesday,Rainy,308,364,No,Regular,17,3.91,0,52.1
Thursday,Cloudy,595,827,Eid,Buffet,36,4.42,0,221.2
Friday,Cloudy,105,139,No,Regular,10,4.37,1,24.6
Sunday,Sunny,195,238,Eid,Regular,15,3.4,0,50.3
Friday,Cloudy,788,1114,Eid,Buffet,45,4.38,0,406.2
Saturday,Sunny,363,492,No,Buffet,19,4.53,0,133.5
Tuesday,Sunny,399,566,Christmas,Banquet,22,3.48,0,163.7
Sunday,Cloudy,575,729,New Year,Regular,30,4.94,0,141.2
Tuesday,Cloudy,406,526,Christmas,Buffet,25,4.71,0,146.5
Monday,Sunny,394,471,No,Buffet,23,3.4,0,88.5
Sunday,Sunny,121,156,No,Regular,7,3.97,0,24.8
Tuesday,Sunny,389,466,No,Corporate,18,3.75,0,42.8
Monday,Cloudy,146,180,No,Regular,10,3.62,0,28.7
Friday,Sunny,333,402,No,Corporate,16,4.25,0,37.0
Wednesday,Sunny,323,457,No,Buffet,18,4.18,0,131.2
Monday,Rainy,456,547,Christmas,Regular,21,3.74,0,153.6
Friday,Cloudy,665,821,No,Buffet,33,3.79,0,184.6
Saturday,Sunny,530,597,No,Regular,26,4.13,0,44.2
Saturday,Cloudy,614,740,No,Buffet,30,4.29,0,185.7
Tuesday,Sunny,215,250,No,Corporate,15,3.77,0,15.5
Thursday,Sunny,321,431,No,Buffet,21,4.15,1,136.5
Saturday,Cloudy,698,844,No,Regular,37,4.35,0,120.6
Tuesday,Sunny,478,523,No,Regular,24,4.51,0,29.9
Tuesday,Sunny,588,768,Diwali,Buffet,30,4.24,0,187.3
Monday,Rainy,684,882,No,Buffet,38,4.19,0,274.2
Thursday,Cloudy,127,176,No,Buffet,12,4.02,0,57.3
Tuesday,Rainy,67,86,No,Regular,10,3.95,0,25.1
Saturday,Rainy,95,124,No,Corporate,6,4.2,0,34.6
Sunday,Sunny,387,439,No,Corporate,21,4.16,0,26.1
Tuesday,Cloudy,577,782,Diwali,Buffet,32,4.29,0,224.9
Friday,Sunny,746,920,No,Regular,34,3.8,1,164.9
Tuesday,Cloudy,519,690,No,Buffet,31,4.39,0,161.8
Monday,Sunny,491,546,No,Regular,21,3.48,0,41.7
Saturday,Sunny,655,740,No,Corporate,30,4.41,0,34.4
Thursday,Sunny,148,176,No,Corporate,8,4.03,0,8.8
Sunday,Rainy,499,583,No,Corporate,24,3.65,0,126.7
Thursday,Sunny,451,558,No,Regular,23,3.65,0,81.8
Tuesday,Cloudy,168,191,No,Corporate,11,4.35,0,22.4
Thursday,Rainy,304,350,No,Corporate,18,4.17,0,73.9
Tuesday,Cloudy,90,127,No,Regular,11,4.21,0,36.1
Sunday,Sunny,417,478,No,Regular,20,4.04,0,46.7
Friday,Sunny,453,567,No,Regular,25,3.95,0,69.3
Wednesday,Rainy,342,413,No,Buffet,19,4.17,0,148.2
Thursday,Cloudy,353,446,Diwali,Regular,22,4.11,0,88.3
Friday,Sunny,524,617,No,Regular,27,3.8,0,41.3
Saturday,Stormy,885,1088,No,Buffet,43,3.42,1,587.1
Monday,Sunny,265,303,No,Corporate,12,3.83,0,30.7
Monday,Sunny,429,498,No,Corporate,21,4.18,0,42.9
Monday,Sunny,288,351,Diwali,Corporate,15,4.47,1,45.9
Wednesday,Sunny,529,615,No,Corporate,28,3.28,1,96.0
Thursday,Sunny,471,603,Diwali,Buffet,23,3.91,0,185.9
Monday,Cloudy,454,539,No,Corporate,25,4.21,0,54.3
Wednesday,Sunny,234,298,No,Regular,17,4.17,0,48.4
Thursday,Cloudy,404,459,No,Corporate,21,4.14,1,64.1
Monday,Rainy,192,222,No,Corporate,10,3.9,0,32.7
Sunday,Rainy,570,692,No,Buffet,26,3.79,0,216.8
Friday,Sunny,215,257,No,Regular,13,4.31,0,36.9
Wednesday,Rainy,402,464,No,Regular,18,4.22,0,93.0
Thursday,Sunny,170,225,New Year,Regular,15,4.09,0,44.6
Wednesday,Cloudy,360,433,No,Regular,17,4.96,1,71.0
Saturday,Sunny,420,503,No,Regular,23,4.63,0,64.9
Friday,Cloudy,668,873,Christmas,Regular,34,4.33,0,191.4
Thursday,Sunny,126,166,No,Regular,8,4.51,0,18.9
Sunday,Cloudy,220,258,No,Corporate,12,4.39,0,29.5
Saturday,Sunny,694,871,No,Buffet,35,4.0,0,193.3
Saturday,Sunny,650,705,No,Corporate,30,3.65,0,10.3
Tuesday,Cloudy,534,636,Christmas,Regular,29,4.52,0,76.6
Tuesday,Sunny,390,479,New Year,Regular,21,4.11,0,80.1
Friday,Cloudy,268,336,No,Regular,17,4.5,0,57.8
Thursday,Cloudy,287,350,Christmas,Corporate,14,4.46,1,64.8
Friday,Cloudy,681,805,No,Regular,32,3.49,0,88.3
Saturday,Cloudy,273,368,No,Buffet,20,4.38,1,126.2
Wednesday,Rainy,637,719,No,Regular,27,4.85,0,107.9
Wednesday,Rainy,226,263,No,Regular,14,4.05,0,55.9
Thursday,Sunny,346,430,No,Regular,18,4.27,0,46.6
Tuesday,Cloudy,486,613,No,Buffet,25,4.56,1,153.4
Friday,Cloudy,288,340,New Year,Regular,16,3.51,0,77.8
Saturday,Sunny,168,199,No,Corporate,11,3.27,0,33.6
Thursday,Sunny,246,327,Eid,Regular,16,4.06,0,71.8
Saturday,Sunny,83,118,No,Regular,6,3.46,0,24.7
Thursday,Cloudy,435,519,No,Regular,22,4.69,0,47.3
Friday,Sunny,367,497,No,Banquet,22,4.48,0,123.7
Tuesday,Cloudy,388,486,No,Buffet,21,4.67,0,108.5
Saturday,Cloudy,352,450,Diwali,Buffet,23,4.1,1,178.8
Friday,Cloudy,265,319,No,Buffet,17,4.59,1,95.0
Tuesday,Sunny,551,656,No,Corporate,28,4.16,1,95.6
Thursday,Rainy,264,310,No,Regular,13,4.29,0,81.7
Saturday,Cloudy,439,509,No,Corporate,20,5.0,0,45.4
Tuesday,Sunny,237,295,No,Corporate,15,3.59,0,29.1
Saturday,Sunny,365,482,Diwali,Regular,22,4.85,1,118.5
Sunday,Sunny,254,332,No,Regular,13,3.33,0,57.5
Sunday,Stormy,923,1084,No,Buffet,40,4.11,0,518.7
Wednesday,Sunny,415,473,No,Regular,23,4.36,0,42.1
Friday,Sunny,338,423,Christmas,Regular,22,3.91,0,70.6
Sunday,Sunny,469,582,No,Regular,22,4.24,0,71.6
Thursday,Sunny,621,680,No,Regular,29,4.28,0,37.9
Monday,Sunny,511,618,No,Buffet,27,4.38,0,110.4
Monday,Rainy,734,899,No,Buffet,38,4.04,0,334.9
Saturday,Sunny,654,863,No,Buffet,33,3.84,0,215.1
Thursday,Rainy,559,732,No,Buffet,33,4.2,0,269.4
Tuesday,Sunny,282,351,No,Regular,18,3.99,1,70.9
Wednesday,Sunny,445,589,No,Buffet,27,4.13,1,142.6
Saturday,Rainy,453,506,No,Corporate,22,3.99,0,73.7
Thursday,Cloudy,542,663,No,Regular,28,4.2,0,85.7
Sunday,Rainy,720,939,No,Buffet,40,3.87,0,343.9
Saturday,Sunny,276,325,No,Corporate,15,3.92,0,34.8
Sunday,Cloudy,458,569,No,Buffet,24,3.65,0,140.5
Sunday,Cloudy,338,422,No,Regular,22,4.19,0,63.4
Tuesday,Sunny,636,763,No,Regular,31,3.74,0,81.2
Friday,Rainy,270,395,New Year,Buffet,16,4.25,0,173.8
Monday,Sunny,483,627,No,Buffet,27,4.55,1,197.1
Sunday,Sunny,233,276,No,Corporate,13,4.78,0,20.2
Tuesday,Rainy,171,232,No,Buffet,10,4.07,0,75.6
Friday,Cloudy,176,206,No,Regular,11,5.0,0,22.5
Saturday,Rainy,85,114,Eid,Corporate,9,4.38,0,34.1
Tuesday,Rainy,670,833,New Year,Buffet,36,4.17,0,334.2
Saturday,Sunny,931,1252,No,Banquet,48,4.94,0,344.7
Monday,Cloudy,60,89,No,Corporate,5,3.75,0,6.8
Thursday,Stormy,221,285,No,Regular,14,4.11,0,95.1
Thursday,Sunny,374,463,No,Buffet,22,4.0,0,87.9
Wednesday,Sunny,187,255,No,Buffet,14,3.58,0,65.5
Friday,Rainy,336,425,No,Regular,21,4.54,1,118.7
Sunday,Sunny,875,1039,No,Buffet,39,4.24,0,215.0
Wednesday,Rainy,291,348,No,Regular,19,4.4,1,76.3
Friday,Cloudy,437,545,No,Regular,22,4.39,0,93.5
Sunday,Rainy,806,1092,No,Buffet,46,3.41,0,383.4
Saturday,Cloudy,82,110,No,Regular,8,4.62,0,18.6
Monday,Cloudy,487,573,No,Corporate,24,3.81,0,58.2
Sunday,Rainy,479,645,No,Buffet,30,4.53,1,307.6
Monday,Sunny,405,470,No,Corporate,18,3.6,0,27.8
Friday,Cloudy,903,1128,No,Buffet,47,4.27,0,239.0
Friday,Rainy,507,583,No,Corporate,27,3.86,1,147.5
Saturday,Stormy,291,345,No,Regular,16,4.22,1,152.0
Tuesday,Stormy,745,943,No,Banquet,36,4.06,0,480.1
Tuesday,Cloudy,204,280,Eid,Regular,14,4.24,0,71.4
Saturday,Cloudy,315,391,Eid,Corporate,19,4.03,0,72.8
Tuesday,Cloudy,529,676,No,Buffet,26,3.92,0,172.6
Thursday,Cloudy,327,397,No,Regular,19,4.65,0,45.3
Saturday,Cloudy,814,1006,No,Buffet,37,4.65,0,245.9
Friday,Sunny,302,383,No,Buffet,15,4.92,0,98.2
Tuesday,Sunny,437,545,No,Regular,23,4.14,1,109.2
Wednesday,Cloudy,204,268,No,Regular,11,4.09,0,44.0
Sunday,Sunny,496,599,No,Regular,27,4.17,0,73.2
Thursday,Sunny,851,1076,Diwali,Banquet,40,3.85,1,392.4
Monday,Sunny,755,921,No,Buffet,39,3.62,0,153.3
Tuesday,Rainy,506,633,New Year,Regular,25,3.91,0,138.7
Wednesday,Stormy,391,456,No,Corporate,23,3.83,1,161.5
Sunday,Cloudy,477,571,No,Buffet,23,4.37,1,148.5
Wednesday,Stormy,298,412,No,Buffet,18,4.47,0,197.6
Monday,Rainy,106,156,Eid,Buffet,8,3.32,0,59.5
Thursday,Sunny,360,463,Diwali,Regular,22,3.81,0,90.7
Monday,Sunny,497,579,No,Regular,27,4.3,0,45.9
Tuesday,Sunny,495,599,New Year,Corporate,28,4.2,0,91.7
Sunday,Sunny,671,756,New Year,Corporate,32,4.05,0,92.6
Friday,Cloudy,187,241,New Year,Corporate,11,4.04,0,41.8
Monday,Sunny,603,690,No,Regular,26,4.28,0,68.9
Thursday,Rainy,204,273,Diwali,Corporate,12,4.31,1,86.0
Tuesday,Cloudy,480,556,No,Regular,21,3.59,0,64.9
Monday,Sunny,597,726,No,Buffet,29,3.39,0,158.8
Friday,Stormy,535,649,No,Regular,28,4.1,0,247.1
Thursday,Stormy,278,332,No,Corporate,17,4.44,0,130.3
Saturday,Rainy,230,322,New Year,Banquet,17,3.95,0,146.0
Sunday,Rainy,431,531,No,Regular,21,5.0,1,122.2
Tuesday,Stormy,104,134,No,Corporate,10,4.48,0,41.1
Sunday,Cloudy,624,827,No,Buffet,31,3.94,0,200.0
Thursday,Rainy,219,274,No,Regular,14,3.41,0,66.4
Tuesday,Sunny,179,239,No,Regular,15,4.44,0,38.7
Saturday,Cloudy,570,728,No,Buffet,31,3.79,0,196.0
Monday,Cloudy,210,260,No,Regular,15,3.9,0,46.7
Thursday,Sunny,596,742,No,Regular,32,3.81,1,146.6
Saturday,Sunny,135,179,Diwali,Corporate,8,3.6,0,38.8
Tuesday,Sunny,685,863,No,Buffet,32,3.91,0,193.7
Sunday,Sunny,560,634,No,Corporate,28,3.91,0,31.0
Tuesday,Sunny,292,381,No,Buffet,18,3.78,0,96.2
Saturday,Sunny,574,771,Eid,Buffet,29,3.86,0,241.3
Monday,Rainy,251,302,No,Corporate,13,4.88,0,44.8
Tuesday,Cloudy,204,251,Diwali,Regular,11,4.43,1,70.4
Wednesday,Cloudy,246,295,No,Regular,13,4.07,0,46.3
Saturday,Sunny,384,504,No,Buffet,20,3.41,1,159.6
Tuesday,Rainy,523,726,No,Banquet,31,4.35,0,280.9
Sunday,Sunny,486,576,No,Regular,24,4.89,0,51.6
Tuesday,Sunny,749,1028,No,Banquet,43,4.85,0,289.9
Thursday,Cloudy,357,394,No,Corporate,17,4.06,1,51.8
Wednesday,Rainy,624,817,No,Buffet,32,4.27,0,260.9
Monday,Stormy,599,736,No,Regular,31,3.66,0,252.0
Sunday,Rainy,702,814,No,Regular,34,4.23,0,177.2
Thursday,Cloudy,364,441,No,Buffet,17,4.41,0,96.7
Friday,Cloudy,446,524,No,Regular,24,4.33,0,57.8
Friday,Cloudy,645,809,Eid,Regular,32,4.61,0,171.2
Thursday,Sunny,447,548,Christmas,Regular,26,4.4,0,99.5
Friday,Sunny,240,337,No,Banquet,14,3.43,0,113.9
Sunday,Stormy,749,872,No,Regular,36,3.96,0,316.0
Friday,Stormy,741,889,Christmas,Buffet,33,4.54,0,481.3
Thursday,Sunny,458,563,Diwali,Regular,26,3.43,0,92.7
Friday,Sunny,774,886,No,Regular,33,4.15,0,85.8
Friday,Sunny,197,249,No,Regular,11,3.94,0,47.1
Thursday,Cloudy,522,616,No,Corporate,28,3.6,1,99.6
Friday,Sunny,371,470,No,Buffet,20,4.52,0,101.1
Thursday,Cloudy,537,601,No,Regular,24,3.79,0,60.8
Saturday,Sunny,120,149,No,Corporate,12,5.0,0,14.0
Sunday,Sunny,470,528,No,Regular,21,4.03,0,41.7
Sunday,Sunny,142,168,No,Corporate,8,4.57,0,20.5
Saturday,Rainy,745,886,No,Regular,34,4.82,1,226.6
Friday,Sunny,383,432,No,Corporate,20,4.26,0,22.2
Saturday,Sunny,950,1178,No,Banquet,47,4.16,0,309.7
Tuesday,Cloudy,445,505,No,Corporate,20,4.44,0,29.0
Thursday,Rainy,346,444,New Year,Regular,18,4.82,1,154.8
Tuesday,Sunny,211,264,No,Buffet,11,4.26,0,59.4
Monday,Cloudy,304,348,No,Corporate,17,3.83,0,28.4
Sunday,Sunny,366,446,No,Buffet,17,3.52,1,122.1
Sunday,Cloudy,258,325,No,Regular,18,4.26,0,41.9
Thursday,Sunny,314,419,Eid,Buffet,18,3.7,0,113.5
Tuesday,Rainy,200,271,Christmas,Regular,14,4.51,1,122.6
Friday,Stormy,803,933,No,Buffet,38,4.65,0,386.7
Thursday,Rainy,593,739,No,Regular,33,4.36,0,189.2
Saturday,Rainy,251,305,No,Buffet,12,4.1,1,115.1
Sunday,Sunny,229,270,No,Regular,13,4.38,0,26.8
Wednesday,Cloudy,86,125,No,Regular,9,4.13,0,28.6
Tuesday,Sunny,309,363,No,Regular,19,4.01,0,35.5
Tuesday,Sunny,598,731,No,Banquet,33,3.94,0,169.7
Monday,Cloudy,262,364,No,Buffet,17,4.17,0,104.4
Wednesday,Cloudy,446,580,Christmas,Buffet,25,4.13,0,171.7
Monday,Cloudy,234,286,No,Corporate,12,4.64,0,57.3
Monday,Rainy,81,109,No,Buffet,5,4.36,0,28.7
Tuesday,Cloudy,204,251,Diwali,Regular,15,3.56,0,46.6
Tuesday,Rainy,611,816,No,Buffet,32,4.33,0,276.4
Saturday,Rainy,699,878,Christmas,Regular,35,4.16,1,323.5
Monday,Rainy,374,460,No,Buffet,18,4.24,0,153.9
Sunday,Sunny,488,580,No,Regular,25,4.02,1,109.1
